"customer_key","customer_number","customer_name","age","age_group","customer_group","total_orders","total_sales","total_quantity","total_products","last_order","lifespan_month","recency","avg_order_value","avg_monthly_spend"
5598,AW00016597,Kelli Xu,68,Above 50,NEW,1,104,3,3,"2013-03-02",0,145,104.0000,104
5599,AW00016598,Kate Rai,67,Above 50,VIP,3,7131,4,4,"2013-09-26",16,139,2377.0000,445.6875
5600,AW00016599,Ram├│n Cai,69,Above 50,NEW,2,149,4,4,"2013-12-19",6,136,74.5000,24.8333
5601,AW00016600,Janet Suarez,71,Above 50,NEW,1,125,4,4,"2013-05-16",0,143,125.0000,125
5602,AW00016601,Tabitha Rana,71,Above 50,NEW,2,86,4,4,"2013-11-16",6,137,43.0000,14.3333
5603,AW00016602,Jill Travers,71,Above 50,NEW,2,77,3,3,"2013-09-03",0,139,38.5000,77
5604,AW00016603,Scott Seely,71,Above 50,VIP,3,7001,9,9,"2013-08-12",13,140,2333.6667,538.5385
5605,AW00016604,Roy Serrano,72,Above 50,NEW,1,57,2,2,"2013-10-25",0,138,57.0000,57
5606,AW00016605,Toni Randall,43,"40-49",NEW,2,66,4,4,"2013-12-23",10,136,33.0000,6.6000
5607,AW00016606,Ricky Blanco,42,"40-49",NEW,2,67,4,3,"2013-08-16",0,140,33.5000,67
5608,AW00016607,Logan Gonzales,44,"40-49",VIP,2,5897,4,4,"2013-12-07",36,136,2948.5000,163.8056
5609,AW00016608,Ricky Martin,43,"40-49",NEW,2,102,4,4,"2013-11-22",10,137,51.0000,10.2000
5610,AW00016609,Gary Jimenez,39,"30-39",NEW,2,345,9,9,"2013-04-03",2,144,172.5000,172.5000
5611,AW00016610,Sydney Clark,45,"40-49",NEW,2,68,3,3,"2013-04-06",1,144,34.0000,68.0000
5612,AW00016611,Dylan Rodriguez,44,"40-49",NEW,2,76,4,4,"2013-11-28",9,137,38.0000,8.4444
5613,AW00016612,Ebony Ashe,44,"40-49",VIP,2,5898,2,2,"2013-12-27",36,136,2949.0000,163.8333
5614,AW00016613,Cassie Sutton,45,"40-49",NEW,2,129,6,6,"2013-08-20",5,140,64.5000,25.8000
5615,AW00016614,Alison Shen,46,"40-49",NEW,2,71,5,4,"2013-11-17",3,137,35.5000,23.6667
5616,AW00016615,Kaitlin Patel,46,"40-49",NEW,2,96,6,6,"2013-06-29",3,142,48.0000,32.0000
5617,AW00016616,Kelvin Liang,39,"30-39",VIP,2,5915,5,5,"2013-12-05",35,136,2957.5000,169.0000
5618,AW00016617,Alvin Xie,45,"40-49",NEW,2,161,6,6,"2013-09-14",7,139,80.5000,23.0000
5619,AW00016618,Cassandra Subram,45,"40-49",NEW,2,76,6,5,"2013-12-01",3,136,38.0000,25.3333
5620,AW00016619,Whitney Perez,45,"40-49",NEW,2,98,3,3,"2013-07-21",4,141,49.0000,24.5000
5621,AW00016620,Cameron Thompson,40,"40-49",VIP,2,5895,3,3,"2013-12-03",35,136,2947.5000,168.4286
5622,AW00016621,Birgit Seidel,41,"40-49",NEW,2,74,5,5,"2013-09-12",0,139,37.0000,74
5623,AW00016622,Byron Navarro,46,"40-49",NEW,2,107,5,5,"2014-01-24",5,135,53.5000,21.4000
5624,AW00016623,Andres Lal,46,"40-49",VIP,2,5973,5,5,"2013-12-08",35,136,2986.5000,170.6571
5625,AW00016624,Albert Alvarez,41,"40-49",VIP,2,5938,4,4,"2013-12-23",36,136,2969.0000,164.9444
5626,AW00016625,Grant Deng,41,"40-49",NEW,2,82,6,6,"2013-07-03",2,141,41.0000,41.0000
5627,AW00016626,Nathaniel Morgan,47,"40-49",NEW,2,72,4,4,"2013-05-20",3,143,36.0000,24.0000
5628,AW00016627,Claudia Chen,42,"40-49",NEW,2,65,3,3,"2013-06-29",4,142,32.5000,16.2500
5629,AW00016628,Francisco Prasad,48,"40-49",NEW,2,188,4,4,"2013-12-22",3,136,94.0000,62.6667
5630,AW00016629,Rosa Zheng,47,"40-49",VIP,2,5933,3,3,"2013-12-10",36,136,2966.5000,164.8056
5631,AW00016630,Jaime Sutton,47,"40-49",VIP,2,5973,5,5,"2013-12-05",35,136,2986.5000,170.6571
5632,AW00016631,Haley Ward,48,"40-49",VIP,2,5900,3,3,"2013-12-22",36,136,2950.0000,163.8889
5633,AW00016632,Ruben Romero,48,"40-49",NEW,2,69,4,4,"2013-10-14",3,138,34.5000,23.0000
5634,AW00016633,Kelli Becker,47,"40-49",NEW,2,102,4,4,"2014-01-05",6,135,51.0000,17.0000
5635,AW00016634,Jenny Hu,44,"40-49",NEW,2,107,5,5,"2013-10-22",2,138,53.5000,53.5000
5636,AW00016635,Erick Suri,49,"40-49",NEW,2,161,8,8,"2014-01-21",9,135,80.5000,17.8889
5637,AW00016636,Danny Gomez,49,"40-49",VIP,2,5932,4,4,"2013-12-10",35,136,2966.0000,169.4857
5638,AW00016637,Evan King,48,"40-49",VIP,2,5900,3,3,"2013-12-09",34,136,2950.0000,173.5294
5639,AW00016638,Dennis Ye,48,"40-49",VIP,2,5974,4,4,"2013-12-14",35,136,2987.0000,170.6857
5640,AW00016639,Renee Romero,48,"40-49",VIP,2,5908,3,3,"2013-12-19",35,136,2954.0000,168.8000
5641,AW00016640,Colin Lal,48,"40-49",NEW,2,103,4,4,"2014-01-27",9,135,51.5000,11.4444
5642,AW00016641,Julia Bailey,78,Above 50,NEW,1,2391,6,6,"2013-10-26",0,138,2391.0000,2391
5643,AW00016642,Mason Mitchell,72,Above 50,NEW,1,40,2,2,"2013-11-26",0,137,40.0000,40
5644,AW00016643,Fernando Wilson,78,Above 50,NEW,2,127,3,3,"2013-05-13",1,143,63.5000,127.0000
5645,AW00016644,Leonard Goel,77,Above 50,NEW,1,5,1,1,"2013-07-27",0,141,5.0000,5
5646,AW00016645,Chelsea Subram,77,Above 50,NEW,1,2357,3,3,"2013-10-10",0,138,2357.0000,2357
5647,AW00016646,Xavier Collins,77,Above 50,NEW,2,251,8,8,"2013-12-23",2,136,125.5000,125.5000
5648,AW00016647,Anna Alexander,77,Above 50,NEW,1,55,2,2,"2013-09-18",0,139,55.0000,55
5649,AW00016648,Rachel Coleman,77,Above 50,NEW,1,7,2,2,"2013-12-10",0,136,7.0000,7
5650,AW00016649,Makayla Stewart,76,Above 50,NEW,2,116,5,5,"2013-12-23",3,136,58.0000,38.6667
5651,AW00016650,Kaitlyn Green,76,Above 50,NEW,1,5,1,1,"2013-11-06",0,137,5.0000,5
5652,AW00016651,Abigail Martinez,76,Above 50,NEW,1,14,2,2,"2013-11-23",0,137,14.0000,14
5653,AW00016652,Nicole Richardson,40,"40-49",NEW,1,49,3,3,"2013-07-24",0,141,49.0000,49
5654,AW00016653,Isabella Phillips,46,"40-49",NEW,1,2412,5,5,"2013-10-09",0,138,2412.0000,2412
5655,AW00016654,Heather Zhang,41,"40-49",NEW,2,3056,4,4,"2013-08-07",5,140,1528.0000,611.2000
5656,AW00016655,Destiny Taylor,43,"40-49",NEW,1,40,2,2,"2013-09-13",0,139,40.0000,40
5657,AW00016656,Ronnie Zhang,64,Above 50,VIP,2,5930,4,4,"2013-12-18",34,136,2965.0000,174.4118
5658,AW00016657,Alvin She,64,Above 50,VIP,2,5900,3,3,"2013-12-06",34,136,2950.0000,173.5294
5659,AW00016658,Ashlee Raje,64,Above 50,VIP,2,5873,2,2,"2013-12-14",35,136,2936.5000,167.8000
5660,AW00016659,Emily Jones,63,Above 50,VIP,2,5873,2,2,"2013-12-09",35,136,2936.5000,167.8000
5661,AW00016660,Lee Blanco,63,Above 50,VIP,2,5898,2,2,"2013-12-12",34,136,2949.0000,173.4706
5662,AW00016661,Shane Raman,63,Above 50,VIP,2,5908,3,3,"2013-12-09",35,136,2954.0000,168.8000
5663,AW00016662,Stacey Gao,62,Above 50,REGULAR,2,4355,3,3,"2013-01-17",24,147,2177.5000,181.4583
5664,AW00016663,Rosa Lu,62,Above 50,REGULAR,2,4471,4,4,"2013-02-12",24,146,2235.5000,186.2917
5665,AW00016664,Sophia Nelson,61,Above 50,REGULAR,2,4377,3,3,"2013-01-30",24,147,2188.5000,182.3750
5666,AW00016665,Linda Suarez,61,Above 50,NEW,2,82,6,6,"2013-10-30",1,138,41.0000,82.0000
5667,AW00016666,Taylor Torres,46,"40-49",NEW,2,205,5,5,"2013-07-26",6,141,102.5000,34.1667
5668,AW00016667,Allison Sanchez,44,"40-49",NEW,4,65,6,5,"2014-01-21",7,135,16.2500,9.2857
5669,AW00016668,Levi Malhotra,45,"40-49",NEW,1,608,4,4,"2013-04-21",0,144,608.0000,608
5670,AW00016669,Benjamin Martinez,45,"40-49",NEW,1,5,1,1,"2013-11-02",0,137,5.0000,5
5671,AW00016670,Sarah White,45,"40-49",NEW,1,2478,2,2,"2013-05-23",0,143,2478.0000,2478
5672,AW00016671,Megan Wood,45,"40-49",NEW,1,5,1,1,"2013-12-13",0,136,5.0000,5
5673,AW00016672,Nicole Martinez,45,"40-49",NEW,1,7,2,2,"2013-06-18",0,142,7.0000,7
5674,AW00016673,Curtis Guo,45,"40-49",NEW,1,2466,4,4,"2013-06-29",0,142,2466.0000,2466
5675,AW00016674,Ricardo Yuan,54,Above 50,NEW,2,76,6,5,"2013-08-29",4,140,38.0000,19.0000
5676,AW00016675,Kristi Arthur,54,Above 50,REGULAR,2,4384,5,5,"2013-02-16",25,146,2192.0000,175.3600
5677,AW00016676,Amanda Perry,48,"40-49",NEW,1,14,2,2,"2013-09-19",0,139,14.0000,14
5678,AW00016677,Jack Hughes,42,"40-49",NEW,1,14,2,2,"2013-07-31",0,140,14.0000,14
5679,AW00016678,Ian Ramirez,62,Above 50,NEW,2,3162,6,6,"2013-08-26",6,140,1581.0000,527.0000
5680,AW00016679,Amber Carter,45,"40-49",NEW,2,107,5,5,"2013-03-31",2,144,53.5000,53.5000
5681,AW00016680,Carlos Edwards,56,Above 50,NEW,2,105,5,5,"2013-10-17",2,138,52.5000,52.5000
5682,AW00016681,Louis Chande,52,Above 50,NEW,2,69,4,4,"2013-07-09",0,141,34.5000,69
5683,AW00016682,Kristy Ramos,52,Above 50,NEW,2,67,3,3,"2013-11-09",5,137,33.5000,13.4000
5684,AW00016683,Christy Rai,52,Above 50,NEW,2,70,4,4,"2013-08-03",2,140,35.0000,35.0000
5685,AW00016684,Joel Perez,56,Above 50,REGULAR,2,4158,4,4,"2013-12-01",34,136,2079.0000,122.2941
5686,AW00016685,Robin Dominguez,57,Above 50,REGULAR,2,4183,5,5,"2013-12-10",35,136,2091.5000,119.5143
5687,AW00016686,Kristine Alonso,57,Above 50,REGULAR,2,4157,5,5,"2013-12-24",35,136,2078.5000,118.7714
5688,AW00016687,Lawrence Romero,53,Above 50,VIP,2,6070,5,5,"2013-01-16",24,147,3035.0000,252.9167
5689,AW00016688,Tabitha Gomez,58,Above 50,VIP,2,6080,4,4,"2012-12-29",22,148,3040.0000,276.3636
5690,AW00016689,Rafael Shen,58,Above 50,NEW,2,291,6,5,"2013-08-20",0,140,145.5000,291
5691,AW00016690,Aimee Wu,52,Above 50,NEW,2,166,5,5,"2013-10-01",1,138,83.0000,166.0000
5692,AW00016691,Paula Romero,52,Above 50,REGULAR,2,4471,4,4,"2013-03-13",25,145,2235.5000,178.8400
5693,AW00016692,Jay Diaz,48,"40-49",NEW,2,31,3,3,"2013-08-16",4,140,15.5000,7.7500
5694,AW00016693,Ethan Coleman,53,Above 50,VIP,2,6060,5,5,"2013-01-03",23,147,3030.0000,263.4783
5695,AW00016694,Mandy Sun,59,Above 50,NEW,2,78,6,5,"2013-09-27",7,139,39.0000,11.1429
5696,AW00016695,Dwayne Serrano,60,Above 50,NEW,2,76,6,5,"2013-10-30",2,138,38.0000,38.0000
5697,AW00016696,Claudia Zeng,54,Above 50,REGULAR,2,4506,3,3,"2013-03-07",25,145,2253.0000,180.2400
5698,AW00016697,Wyatt Henderson,54,Above 50,NEW,2,87,3,3,"2013-10-05",7,138,43.5000,12.4286
5699,AW00016698,Mallory Gill,49,"40-49",NEW,2,230,6,5,"2014-01-10",8,135,115.0000,28.7500
5700,AW00016699,Dominic Kapoor,60,Above 50,NEW,2,68,3,3,"2013-09-27",5,139,34.0000,13.6000
5701,AW00016700,Billy Gill,50,Above 50,NEW,2,93,3,3,"2013-06-25",0,142,46.5000,93
5702,AW00016701,Laura Zheng,45,"40-49",REGULAR,2,4426,4,4,"2013-03-20",25,145,2213.0000,177.0400
5703,AW00016702,Patricia Raman,52,Above 50,VIP,2,6021,2,2,"2013-01-05",23,147,3010.5000,261.7826
5704,AW00016703,Denise Sanchez,57,Above 50,VIP,2,6090,5,5,"2013-02-03",24,146,3045.0000,253.7500
5705,AW00016704,Karla Chavez,58,Above 50,NEW,2,91,4,4,"2013-07-12",1,141,45.5000,91.0000
5706,AW00016705,Jacqueline Wood,61,Above 50,NEW,2,98,4,4,"2013-11-10",3,137,49.0000,32.6667
5707,AW00016706,Jenny Shan,61,Above 50,NEW,2,93,3,3,"2013-09-30",0,139,46.5000,93
5708,AW00016707,Derrick Serrano,61,Above 50,REGULAR,2,4377,3,3,"2013-04-06",26,144,2188.5000,168.3462
5709,AW00016708,Kellie Sanz,50,Above 50,REGULAR,2,4406,4,4,"2013-04-25",27,144,2203.0000,163.1852
5710,AW00016709,Roy Alvarez,83,Above 50,NEW,2,144,5,5,"2013-07-25",0,141,72.0000,144
5711,AW00016710,Carla Arthur,59,Above 50,NEW,2,91,4,4,"2013-12-27",6,136,45.5000,15.1667
5712,AW00016711,Jorge Zhao,59,Above 50,NEW,2,133,5,5,"2013-07-12",4,141,66.5000,33.2500
5713,AW00016712,Suzanne Lu,63,Above 50,REGULAR,2,4417,3,3,"2013-04-15",27,144,2208.5000,163.5926
5714,AW00016713,Tony Nara,65,Above 50,VIP,2,6090,5,5,"2013-02-08",24,146,3045.0000,253.7500
5715,AW00016714,Dalton Nicholls,43,"40-49",NEW,1,64,3,3,"2013-08-04",0,140,64.0000,64
5716,AW00016715,Katelyn Ramirez,43,"40-49",NEW,1,7,2,2,"2013-08-24",0,140,7.0000,7
5717,AW00016716,Jose Henderson,43,"40-49",NEW,1,28,4,4,"2013-04-08",0,144,28.0000,28
5718,AW00016717,Masaki Umeda,44,"40-49",NEW,3,234,10,10,"2013-09-17",5,139,78.0000,46.8000
5719,AW00016718,Gavin Stone,44,"40-49",NEW,1,14,2,2,"2013-11-18",0,137,14.0000,14
5720,AW00016719,Trevor Russell,44,"40-49",NEW,1,40,2,2,"2013-10-19",0,138,40.0000,40
5721,AW00016720,Morgan Perry,38,"30-39",NEW,1,40,2,2,"2013-07-01",0,141,40.0000,40
5722,AW00016721,Xavier Sanders,39,"30-39",NEW,3,180,8,7,"2014-01-22",10,135,60.0000,18.0000
5723,AW00016722,Sean Gray,39,"30-39",NEW,1,5,1,1,"2013-11-28",0,137,5.0000,5
5724,AW00016723,Barbara Zhao,39,"30-39",NEW,1,7,2,2,"2014-01-21",0,135,7.0000,7
5725,AW00016724,Gabriel Yang,39,"30-39",NEW,1,40,2,2,"2013-11-02",0,137,40.0000,40
5726,AW00016725,Jacob Williams,39,"30-39",NEW,1,14,2,2,"2013-12-09",0,136,14.0000,14
5727,AW00016726,Miguel Wood,40,"40-49",NEW,1,7,2,2,"2013-12-26",0,136,7.0000,7
5728,AW00016727,Charles Johnston,38,"30-39",NEW,1,2451,2,2,"2013-05-31",0,142,2451.0000,2451
5729,AW00016728,Cole Morris,39,"30-39",NEW,1,2443,1,1,"2013-06-09",0,142,2443.0000,2443
5730,AW00016729,Tommy Nara,82,Above 50,NEW,2,39,3,3,"2013-10-15",2,138,19.5000,19.5000
5731,AW00016730,Mariah Long,82,Above 50,NEW,2,141,5,5,"2014-01-21",2,135,70.5000,70.5000
5732,AW00016731,Nicole White,40,"40-49",NEW,3,155,8,8,"2013-11-14",9,137,51.6667,17.2222
5733,AW00016732,Natalie Flores,41,"40-49",NEW,1,2451,2,2,"2013-07-19",0,141,2451.0000,2451
5734,AW00016733,Douglas Srini,81,Above 50,NEW,2,35,4,3,"2013-08-06",0,140,17.5000,35
5735,AW00016734,Emma Martinez,81,Above 50,NEW,2,129,3,3,"2013-06-11",1,142,64.5000,129.0000
5736,AW00016735,Melissa Hayes,42,"40-49",NEW,1,59,2,2,"2013-08-21",0,140,59.0000,59
5737,AW00016736,Kelly Alexander,42,"40-49",NEW,1,60,2,2,"2013-06-15",0,142,60.0000,60
5738,AW00016737,Steven Selikoff,40,"40-49",NEW,1,5,1,1,"2013-09-17",0,139,5.0000,5
5739,AW00016738,Ramon Lu,80,Above 50,NEW,2,45,4,4,"2013-05-20",2,143,22.5000,22.5000
5740,AW00016739,Cory Weber,69,Above 50,NEW,2,81,4,4,"2013-10-26",8,138,40.5000,10.1250
5741,AW00016740,Elijah Li,79,Above 50,VIP,2,6099,5,5,"2013-02-14",25,146,3049.5000,243.9600
5742,AW00016741,Alan Xu,79,Above 50,VIP,2,6056,3,3,"2013-03-20",26,145,3028.0000,232.9231
5743,AW00016742,Mitchell Pal,78,Above 50,VIP,2,6044,5,5,"2013-03-14",25,145,3022.0000,241.7600
5744,AW00016743,Ariana Stewart,77,Above 50,VIP,2,6070,5,5,"2013-03-29",26,145,3035.0000,233.4615
5745,AW00016744,Lacey Guo,77,Above 50,VIP,2,6070,5,5,"2013-03-08",25,145,3035.0000,242.8000
5746,AW00016745,Krista Moreno,76,Above 50,VIP,2,6021,2,2,"2013-03-21",26,145,3010.5000,231.5769
5747,AW00016746,Brianna Peterson,42,"40-49",NEW,1,64,3,3,"2013-02-28",0,146,64.0000,64
5748,AW00016747,Alexander Davis,44,"40-49",NEW,1,2480,3,3,"2013-06-30",0,142,2480.0000,2480
5749,AW00016748,Patrick Peterson,44,"40-49",NEW,1,59,2,2,"2013-12-08",0,136,59.0000,59
5750,AW00016749,Aaron Coleman,45,"40-49",NEW,1,62,3,3,"2013-12-05",0,136,62.0000,62
5751,AW00016750,Seth Sanders,45,"40-49",NEW,1,7,2,2,"2013-03-21",0,145,7.0000,7
5752,AW00016751,Aaron Scott,40,"40-49",NEW,1,2492,4,4,"2013-07-20",0,141,2492.0000,2492
5753,AW00016752,Mason Wright,46,"40-49",NEW,1,2512,4,4,"2013-08-17",0,140,2512.0000,2512
5754,AW00016753,Rachel Harris,47,"40-49",NEW,1,2320,1,1,"2013-10-19",0,138,2320.0000,2320
5755,AW00016754,Alex Bell,46,"40-49",NEW,2,3118,7,7,"2013-08-02",5,140,1559.0000,623.6000
5756,AW00016755,Olivia James,47,"40-49",NEW,1,2317,2,2,"2013-10-19",0,138,2317.0000,2317
5757,AW00016756,Richard Allen,51,Above 50,NEW,1,2396,3,3,"2013-10-16",0,138,2396.0000,2396
5758,AW00016757,Mackenzie Cox,52,Above 50,NEW,1,5,1,1,"2013-12-31",0,135,5.0000,5
5759,AW00016758,Justin Perry,46,"40-49",NEW,2,3062,2,2,"2013-08-22",3,140,1531.0000,1020.6667
5760,AW00016759,Jasmine Bell,52,Above 50,NEW,1,7,2,2,"2013-10-23",0,138,7.0000,7
5761,AW00016760,Sydney Alexander,54,Above 50,NEW,1,68,3,3,"2013-03-10",0,145,68.0000,68
5762,AW00016761,Angel Ward,46,"40-49",NEW,1,2476,2,2,"2013-09-21",0,139,2476.0000,2476
5763,AW00016762,Franklin Ferrier,47,"40-49",NEW,1,2480,3,3,"2013-09-22",0,139,2480.0000,2480
5764,AW00016763,Juan Suarez,45,"40-49",NEW,1,1701,1,1,"2013-04-11",0,144,1701.0000,1701
5765,AW00016764,Thomas Davis,46,"40-49",NEW,1,1760,3,3,"2013-05-21",0,143,1760.0000,1760
5766,AW00016765,Dalton White,46,"40-49",NEW,1,5,1,1,"2013-07-28",0,141,5.0000,5
5767,AW00016766,Summer Arun,46,"40-49",NEW,1,5,1,1,"2013-11-04",0,137,5.0000,5
5768,AW00016767,Rafael Liu,46,"40-49",NEW,1,60,2,2,"2013-03-14",0,145,60.0000,60
5769,AW00016768,Eduardo Barnes,46,"40-49",NEW,1,5,1,1,"2014-01-20",0,135,5.0000,5
5770,AW00016769,Tyler Walker,48,"40-49",NEW,1,5,1,1,"2013-10-17",0,138,5.0000,5
5771,AW00016770,Charles Rogers,48,"40-49",NEW,1,2478,2,2,"2013-09-07",0,139,2478.0000,2478
5772,AW00016771,Ian Walker,46,"40-49",NEW,3,105,5,5,"2013-09-21",7,139,35.0000,15.0000
5773,AW00016772,Morgan Parker,47,"40-49",NEW,3,159,7,7,"2014-01-09",10,135,53.0000,15.9000
5774,AW00016773,David Lal,46,"40-49",NEW,1,14,2,2,"2013-07-08",0,141,14.0000,14
5775,AW00016774,Eduardo Perry,42,"40-49",NEW,1,55,2,2,"2013-06-15",0,142,55.0000,55
5776,AW00016775,Sarah Russell,41,"40-49",NEW,1,5,1,1,"2013-09-19",0,139,5.0000,5
5777,AW00016776,Dalton Lewis,49,"40-49",NEW,1,2443,1,1,"2013-09-28",0,139,2443.0000,2443
5778,AW00016777,Cameron Simmons,75,Above 50,NEW,1,125,2,2,"2013-02-24",0,146,125.0000,125
5779,AW00016778,Blake Hayes,75,Above 50,NEW,1,2541,4,4,"2013-10-27",0,138,2541.0000,2541
5780,AW00016779,Morgan Watson,64,Above 50,NEW,1,2297,2,2,"2013-10-24",0,138,2297.0000,2297
5781,AW00016780,Carlos Bailey,74,Above 50,NEW,1,55,2,2,"2013-09-05",0,139,55.0000,55
5782,AW00016781,Dylan Chen,74,Above 50,NEW,1,64,3,3,"2013-01-29",0,147,64.0000,64
5783,AW00016782,Lucas Clark,73,Above 50,NEW,1,2482,4,4,"2013-10-08",0,138,2482.0000,2482
5784,AW00016783,Grace Barnes,72,Above 50,NEW,1,2457,3,3,"2013-11-22",0,137,2457.0000,2457
5785,AW00016784,Chloe Long,73,Above 50,NEW,1,1736,2,2,"2013-05-02",0,143,1736.0000,1736
5786,AW00016785,Christian Lee,73,Above 50,NEW,1,2343,4,4,"2013-09-30",0,139,2343.0000,2343
5787,AW00016786,Lucas Reed,73,Above 50,NEW,1,2295,1,1,"2013-10-26",0,138,2295.0000,2295
5788,AW00016787,Nicole Jackson,68,Above 50,NEW,1,40,2,2,"2013-11-25",0,137,40.0000,40
5789,AW00016788,Ronnie Gao,72,Above 50,NEW,1,40,2,2,"2013-04-15",0,144,40.0000,40
5790,AW00016789,Jennifer Harris,72,Above 50,NEW,1,2443,1,1,"2013-12-19",0,136,2443.0000,2443
5791,AW00016790,Hunter Lopez,67,Above 50,NEW,1,2565,5,5,"2013-12-25",0,136,2565.0000,2565
5792,AW00016791,Leonard Yuan,72,Above 50,NEW,1,1730,3,3,"2013-05-23",0,143,1730.0000,1730
5793,AW00016792,Maria Torres,72,Above 50,NEW,1,1736,2,2,"2013-01-17",0,147,1736.0000,1736
5794,AW00016793,Savannah Hernandez,72,Above 50,NEW,1,1789,5,5,"2013-01-07",0,147,1789.0000,1789
5795,AW00016794,Taylor Cook,72,Above 50,NEW,1,1786,3,3,"2013-01-15",0,147,1786.0000,1786
5796,AW00016795,Regina Garcia,72,Above 50,NEW,1,68,3,3,"2013-11-24",0,137,68.0000,68
5797,AW00016796,Kaitlyn Martin,71,Above 50,NEW,1,55,2,2,"2013-05-17",0,143,55.0000,55
5798,AW00016797,Evan Reed,70,Above 50,NEW,1,1732,4,4,"2013-01-08",0,147,1732.0000,1732
5799,AW00016798,Latasha Martin,71,Above 50,NEW,1,1765,4,4,"2013-01-16",0,147,1765.0000,1765
5800,AW00016799,Stephanie Gonzales,71,Above 50,NEW,1,1701,1,1,"2013-01-23",0,147,1701.0000,1701
5801,AW00016800,Jordan Roberts,70,Above 50,NEW,3,76,6,6,"2014-01-05",7,135,25.3333,10.8571
5802,AW00016801,Jasmine Henderson,65,Above 50,NEW,1,55,2,2,"2013-09-10",0,139,55.0000,55
5803,AW00016802,Lucas Allen,70,Above 50,NEW,1,14,2,2,"2013-02-17",0,146,14.0000,14
5804,AW00016803,Marcus Peterson,64,Above 50,NEW,1,1760,3,3,"2013-01-14",0,147,1760.0000,1760
5805,AW00016804,Adam Zhang,68,Above 50,NEW,1,1728,3,3,"2013-01-15",0,147,1728.0000,1728
5806,AW00016805,Fernando Allen,64,Above 50,NEW,1,1769,4,4,"2013-01-15",0,147,1769.0000,1769
5807,AW00016806,Louis Zhao,69,Above 50,NEW,1,55,2,2,"2013-12-07",0,136,55.0000,55
5808,AW00016807,Virginia Suri,69,Above 50,NEW,1,1728,3,3,"2013-01-14",0,147,1728.0000,1728
5809,AW00016808,Jessica Long,69,Above 50,NEW,1,14,2,2,"2013-09-16",0,139,14.0000,14
5810,AW00016809,Bailey Sanders,63,Above 50,NEW,1,14,2,2,"2013-10-16",0,138,14.0000,14
5811,AW00016810,Michael Rodriguez,68,Above 50,NEW,2,3064,3,3,"2013-10-29",3,138,1532.0000,1021.3333
5812,AW00016811,Luis Zhang,68,Above 50,NEW,1,1701,1,1,"2013-02-27",0,146,1701.0000,1701
5813,AW00016812,Alexa Richardson,62,Above 50,NEW,1,1736,2,2,"2013-02-16",0,146,1736.0000,1736
5814,AW00016813,Carson Diaz,68,Above 50,NEW,1,14,2,2,"2013-11-24",0,137,14.0000,14
5815,AW00016814,Isabella Collins,62,Above 50,NEW,1,40,2,2,"2013-02-03",0,146,40.0000,40
5816,AW00016815,Jacob Brown,68,Above 50,NEW,1,5,1,1,"2014-01-10",0,135,5.0000,5
5817,AW00016816,Julia Miller,63,Above 50,NEW,1,5,1,1,"2014-01-04",0,135,5.0000,5
5818,AW00016817,Evan Peterson,67,Above 50,NEW,1,5,1,1,"2013-10-13",0,138,5.0000,5
5819,AW00016818,Gabrielle Reed,68,Above 50,NEW,1,2392,5,5,"2013-10-07",0,138,2392.0000,2392
5820,AW00016819,Dalton Cox,67,Above 50,NEW,1,2317,2,2,"2013-10-13",0,138,2317.0000,2317
5821,AW00016820,Isabella Gray,67,Above 50,NEW,2,3217,7,7,"2013-12-09",4,136,1608.5000,804.2500
5822,AW00016821,Mary Carter,61,Above 50,VIP,3,7221,9,7,"2013-08-19",14,140,2407.0000,515.7857
5823,AW00016822,Marshall Lin,60,Above 50,VIP,3,7176,6,6,"2013-09-16",16,139,2392.0000,448.5000
5824,AW00016823,Stacy Ruiz,61,Above 50,VIP,3,7242,8,8,"2013-09-24",17,139,2414.0000,426.0000
5825,AW00016824,Randall Munoz,62,Above 50,VIP,3,6939,6,6,"2013-07-31",13,140,2313.0000,533.7692
5826,AW00016825,Susan Zeng,62,Above 50,NEW,1,61,4,4,"2013-11-17",0,137,61.0000,61
5827,AW00016826,Roberto Vazquez,56,Above 50,VIP,3,6954,8,8,"2013-08-23",12,140,2318.0000,579.5000
5828,AW00016827,Jeffery Chen,51,Above 50,VIP,3,7205,8,7,"2013-10-22",18,138,2401.6667,400.2778
5829,AW00016828,Logan Mitchell,58,Above 50,VIP,3,7182,8,8,"2013-10-16",17,138,2394.0000,422.4706
5830,AW00016829,Wayne Lal,58,Above 50,VIP,3,7185,7,7,"2013-10-04",17,138,2395.0000,422.6471
5831,AW00016830,Alexandra Hall,64,Above 50,VIP,3,7138,6,6,"2013-08-23",13,140,2379.3333,549.0769
5832,AW00016831,Theodore Vazquez,64,Above 50,VIP,3,7206,7,6,"2013-10-17",17,138,2402.0000,423.8824
5833,AW00016832,Isaiah Parker,87,Above 50,NEW,1,2370,4,4,"2013-10-22",0,138,2370.0000,2370
5834,AW00016833,Richard Cooper,87,Above 50,NEW,1,2344,4,4,"2013-10-28",0,138,2344.0000,2344
5835,AW00016834,Morgan Peterson,86,Above 50,NEW,1,1751,2,2,"2013-05-26",0,143,1751.0000,1751
5836,AW00016835,Noah Nelson,86,Above 50,NEW,1,2295,1,1,"2013-10-12",0,138,2295.0000,2295
